address,price,floor,area,year_built,rooms,elevator,parking,warehouse,district_code,price_per_sqm,building_age,area_level,area_bin,area_x_rooms,elevator_high_floor,area_bin_encoded,area_level_encoded,area_level_num,area_bin_num
استاد معین,3770000000.0,1,47,1385,1,0,1,1,14,80212765.96,19,Medium,<50,47,0,4,2,2,1
ارم,12000000000.0,2,80,1389,2,1,1,1,12,150000000.0,15,Luxury,50-100,160,0,3,1,3,2
نیاوران,60000000000.0,7,200,1401,3,1,1,1,200,300000000.0,3,Luxury,150-200,600,1,1,1,3,4
سازمان برنامه,7800000000.0,0,65,1383,2,1,1,0,109,120000000.0,21,Medium,50-100,130,0,3,2,2,2
جنت‌آباد مرکزی,9150000000.0,3,81,1395,2,1,1,1,57,112962963.0,9,Medium,50-100,162,0,3,2,2,2
سعادت‌آباد,11700000000.0,1,127,1383,3,0,1,1,114,92125984.25,21,Medium,100-150,381,0,0,2,2,3
محمودیه,116000000000.0,7,322,1403,3,1,1,1,182,360248447.2,1,Luxury,200+,966,1,2,1,3,5
جیحون,4200000000.0,0,58,1388,1,0,1,1,61,72413793.1,16,Medium,50-100,58,0,3,2,2,2
پونک,21990000000.0,1,127,1403,2,1,1,1,217,173149606.3,1,Luxury,100-150,254,0,0,1,3,3
مبارک‌آباد بهشتی,2112000000.0,3,65,1398,1,1,1,1,180,32492307.69,6,Low,50-100,65,0,3,0,1,2
نیلوفر,14000000000.0,1,98,1383,2,1,1,1,202,142857142.9,21,Medium,50-100,196,0,3,2,2,2
پونک,13600000000.0,4,100,1403,2,1,1,1,217,136000000.0,1,Medium,50-100,200,1,3,2,2,2
سازمان برنامه,7400000000.0,2,75,1382,2,0,1,1,109,98666666.67,22,Medium,50-100,150,0,3,2,2,2
استاد معین,1960000000.0,4,68,1395,2,1,1,1,14,28823529.41,9,Low,50-100,136,1,3,0,1,2
شهران جنوبی,13000000000.0,3,115,1395,2,1,1,1,136,113043478.3,9,Medium,100-150,230,0,0,2,2,3
سلسبیل,3500000000.0,1,61,1383,1,0,1,1,117,57377049.18,21,Low,50-100,61,0,3,0,1,2
جیحون,2680000000.0,2,44,1380,1,0,1,1,61,60909090.91,24,Low,<50,44,0,4,0,1,1
حکیمیه,5070000000.0,4,65,1388,1,1,1,1,66,78000000.0,16,Medium,50-100,65,1,3,2,2,2
هفت حوض,6200000000.0,1,60,1395,2,0,1,1,205,103333333.3,9,Medium,50-100,120,0,3,2,2,2
جنت‌آباد جنوبی,8500000000.0,2,67,1396,2,1,1,1,55,126865671.6,8,Medium,50-100,134,0,3,2,2,2
دکتر هوشیار,7700000000.0,1,100,1394,2,1,1,1,98,77000000.0,10,Medium,50-100,200,0,3,2,2,2
مجیدآباد,10800000000.0,3,114,1387,2,1,1,1,181,94736842.11,17,Medium,100-150,228,0,0,2,2,3
زرگنده,10500000000.0,1,76,1393,2,1,1,1,102,138157894.7,11,Medium,50-100,152,0,3,2,2,2
شهر زیبا,1400000000.0,2,44,1397,1,1,1,1,134,31818181.82,7,Low,<50,44,0,4,0,1,1
قیطریه,15300000000.0,3,90,1388,2,1,1,1,177,170000000.0,16,Luxury,50-100,180,0,3,1,3,2
چیتگر,756000000.0,7,54,1403,1,1,1,1,220,14000000.0,1,Low,50-100,54,1,3,0,1,2
زعفرانیه,60000000000.0,4,179,1402,3,1,1,1,103,335195530.7,2,Luxury,150-200,537,1,1,1,3,4
هفت چنار,2850000000.0,2,75,1384,2,0,1,1,206,38000000.0,20,Low,50-100,150,0,3,0,1,2
استاد معین,4850000000.0,1,78,1401,2,1,1,1,14,62179487.18,3,Medium,50-100,156,0,3,2,2,2
چیذر,20500000000.0,4,114,1397,2,1,1,1,221,179824561.4,7,Luxury,100-150,228,1,0,1,3,3
شهرک غرب,20500000000.0,1,110,1388,2,1,1,1,147,186363636.4,16,Luxury,100-150,220,0,0,1,3,3
دریاچه شهدای خلیج فارس,9900000000.0,1,135,1399,3,1,1,1,93,73333333.33,5,Medium,100-150,405,0,0,2,2,3
استاد معین,3800000000.0,2,50,1397,1,1,1,1,14,76000000.0,7,Medium,<50,50,0,4,2,2,1
جنت‌آباد مرکزی,10500000000.0,2,95,1387,2,0,1,1,57,110526315.8,17,Medium,50-100,190,0,3,2,2,2
زنجان,4200000000.0,1,58,1386,1,0,1,1,105,72413793.1,18,Medium,50-100,58,0,3,2,2,2
نیرو هوایی,7800000000.0,2,98,1385,2,1,1,1,201,79591836.73,19,Medium,50-100,196,0,3,2,2,2
جنت‌آباد مرکزی,7500000000.0,2,57,1387,1,1,1,1,57,131578947.4,17,Medium,50-100,57,0,3,2,2,2
اباذر,13000000000.0,1,105,1397,3,1,1,1,8,123809523.8,7,Medium,100-150,315,0,0,2,2,3
جنت‌آباد مرکزی,4900000000.0,3,55,1389,1,0,1,1,57,89090909.09,15,Medium,50-100,55,0,3,2,2,2
شهر‌زیبا,1270000000.0,3,40,1395,1,1,1,1,154,31750000.0,9,Low,<50,40,0,4,0,1,1
شهرک غرب,52000000000.0,1,230,1398,3,1,1,1,147,226086956.5,6,Luxury,200+,690,0,2,1,3,5
جنت‌آباد جنوبی,11700000000.0,2,97,1398,2,1,1,1,55,120618556.7,6,Medium,50-100,194,0,3,2,2,2
شهرک ولیعصر,12050000000.0,1,145,1402,3,1,1,1,149,83103448.28,2,Medium,100-150,435,0,0,2,2,3
سعادت‌آباد,82000000000.0,5,210,1403,3,1,1,1,114,390476190.5,1,Luxury,200+,630,1,2,1,3,5
قیطریه,38800000000.0,6,215,1387,3,1,1,1,177,180465116.3,17,Luxury,200+,645,1,2,1,3,5
شهرک نفت (منطقه ۵),8300000000.0,3,66,1380,2,1,1,1,148,125757575.8,24,Medium,50-100,132,0,3,2,2,2
پونک,6500000000.0,3,100,1380,3,0,1,1,217,65000000.0,24,Medium,50-100,300,0,3,2,2,2
جیحون,12000000000.0,6,145,1401,3,1,1,1,61,82758620.69,3,Medium,100-150,435,1,0,2,2,3
سعادت‌آباد,58000000000.0,5,250,1400,4,1,1,1,114,232000000.0,4,Luxury,200+,1000,1,2,1,3,5
پونک,6950000000.0,4,56,1384,2,1,1,1,217,124107142.9,20,Medium,50-100,112,1,3,2,2,2
بریانک,3750000000.0,1,60,1385,2,0,1,1,36,62500000.0,19,Medium,50-100,120,0,3,2,2,2
دکتر هوشیار,4300000000.0,2,44,1403,1,1,1,0,98,97727272.73,1,Medium,<50,44,0,4,2,2,1
سازمان آب,11800000000.0,4,90,1397,2,1,1,1,108,131111111.1,7,Medium,50-100,180,1,3,2,2,2
تهران‌سر,2050000000.0,2,54,1398,1,1,1,1,47,37962962.96,6,Low,50-100,54,0,3,0,1,2
شهر‌زیبا,1100000000.0,3,39,1395,1,0,1,1,154,28205128.21,9,Low,<50,39,0,4,0,1,1
شهر زیبا,2460000000.0,2,65,1400,2,1,1,1,134,37846153.85,4,Low,50-100,130,0,3,0,1,2
شهر‌زیبا,1802000000.0,1,60,1397,2,1,1,1,154,30033333.33,7,Low,50-100,120,0,3,0,1,2
شهر زیبا,1300000000.0,3,42,1392,1,0,1,1,134,30952380.95,12,Low,<50,42,0,4,0,1,1
جنت‌آباد مرکزی,14850000000.0,1,100,1401,2,1,1,1,57,148500000.0,3,Medium,50-100,200,0,3,2,2,2
تهرانپارس شرقی,5300000000.0,1,65,1382,2,0,1,1,45,81538461.54,22,Medium,50-100,130,0,3,2,2,2
شهران جنوبی,11800000000.0,5,94,1395,2,1,1,1,136,125531914.9,9,Medium,50-100,188,1,3,2,2,2
شهر‌زیبا,1300000000.0,1,46,1395,1,0,1,1,154,28260869.57,9,Low,<50,46,0,4,0,1,1
مرزداران,23200000000.0,2,150,1396,3,1,1,1,185,154666666.7,8,Luxury,100-150,450,0,0,1,3,3
پونک,12950000000.0,2,89,1385,2,1,1,1,217,145505618.0,19,Medium,50-100,178,0,3,2,2,2
نواب,2700000000.0,2,49,1396,1,1,1,1,199,55102040.82,8,Low,<50,49,0,4,0,1,1
صادقیه,11800000000.0,4,109,1398,2,1,1,1,161,108256880.7,6,Medium,100-150,218,1,0,2,2,3
سلامت,8250000000.0,2,138,1402,3,1,1,1,116,59782608.7,2,Low,100-150,414,0,0,0,1,3
بهداشت,2900000000.0,4,61,1383,1,0,1,0,41,47540983.61,21,Low,50-100,61,0,3,0,1,2
شادمهر,1350000000.0,1,50,1398,1,0,1,1,125,27000000.0,6,Low,<50,50,0,4,0,1,1
پونک,14000000000.0,5,100,1400,2,1,1,1,217,140000000.0,4,Medium,50-100,200,1,3,2,2,2
جیحون,4400000000.0,2,61,1388,2,0,1,1,61,72131147.54,16,Medium,50-100,122,0,3,2,2,2
پونک,8500000000.0,3,70,1386,2,1,1,1,217,121428571.4,18,Medium,50-100,140,0,3,2,2,2
جیحون,3100000000.0,1,48,1389,1,1,1,1,61,64583333.33,15,Medium,<50,48,0,4,2,2,1
زعفرانیه,46000000000.0,4,177,1392,3,1,1,1,103,259887005.6,12,Luxury,150-200,531,1,1,1,3,4
سعادت‌آباد,81200000000.0,4,280,1401,4,1,1,1,114,290000000.0,3,Luxury,200+,1120,1,2,1,3,5
بریانک,3200000000.0,3,61,1390,1,0,1,1,36,52459016.39,14,Low,50-100,61,0,3,0,1,2
پونک,15000000000.0,3,125,1389,3,1,1,1,217,120000000.0,15,Medium,100-150,375,0,0,2,2,3
چیتگر,1200000000.0,3,40,1403,1,1,1,1,220,30000000.0,1,Low,<50,40,0,4,0,1,1
دهکده المپیک,5300000000.0,8,120,1403,2,1,1,1,95,44166666.67,1,Low,100-150,240,1,0,0,1,3
چیتگر,4500000000.0,9,125,1403,2,1,1,1,220,36000000.0,1,Low,100-150,250,1,0,0,1,3
شهر زیبا,1600000000.0,2,55,1400,1,1,1,1,134,29090909.09,4,Low,50-100,55,0,3,0,1,2
بریانک,3300000000.0,4,50,1392,1,1,1,1,36,66000000.0,12,Medium,<50,50,1,4,2,2,1
سعادت‌آباد,28000000000.0,2,150,1398,3,1,1,1,114,186666666.7,6,Luxury,100-150,450,0,0,1,3,3
شهر زیبا,1490000000.0,2,54,1397,1,1,1,1,134,27592592.59,7,Low,50-100,54,0,3,0,1,2
حکمت,13200000000.0,3,63,1397,1,1,1,1,65,209523809.5,7,Luxury,50-100,63,0,3,1,3,2
شهرک راه‌آهن,8500000000.0,4,108,1393,2,1,1,1,142,78703703.7,11,Medium,100-150,216,1,0,2,2,3
ستارخان,16300000000.0,1,152,1397,3,1,1,1,111,107236842.1,7,Medium,150-200,456,0,1,2,2,4
شهر زیبا,1500000000.0,3,70,1399,2,1,1,1,134,21428571.43,5,Low,50-100,140,0,3,0,1,2
سعادت‌آباد,71000000000.0,6,245,1402,3,1,1,1,114,289795918.4,2,Luxury,200+,735,1,2,1,3,5
چیتگر,2800000000.0,20,90,1403,2,1,1,1,220,31111111.11,1,Low,50-100,180,1,3,0,1,2
شهر زیبا,2400000000.0,4,75,1400,2,1,1,1,134,32000000.0,4,Low,50-100,150,1,3,0,1,2
جنت‌آباد جنوبی,11200000000.0,2,97,1395,2,1,1,1,55,115463917.5,9,Medium,50-100,194,0,3,2,2,2
زعفرانیه,95000000000.0,6,300,1398,4,1,1,1,103,316666666.7,6,Luxury,200+,1200,1,2,1,3,5
صفا,3150000000.0,1,43,1388,1,0,1,1,163,73255813.95,16,Medium,<50,43,0,4,2,2,1
جنت‌آباد مرکزی,8500000000.0,3,80,1394,2,1,1,1,57,106250000.0,10,Medium,50-100,160,0,3,2,2,2
دانشگاه علم و صنعت,5800000000.0,3,110,-1,2,0,1,0,85,52727272.73,1405,Low,100-150,220,0,0,0,1,3
هفت حوض,7300000000.0,2,67,1383,2,0,1,1,205,108955223.9,21,Medium,50-100,134,0,3,2,2,2
جیحون,2220000000.0,3,48,1387,1,0,1,1,61,46250000.0,17,Low,<50,48,0,4,0,1,1
سعادت‌آباد,52500000000.0,6,220,1385,3,1,1,1,114,238636363.6,19,Luxury,200+,660,1,2,1,3,5
ولنجک,56000000000.0,2,160,1403,3,1,1,1,210,350000000.0,1,Luxury,150-200,480,0,1,1,3,4
نازی‌آباد,7500000000.0,4,107,1397,2,1,1,0,197,70093457.94,7,Medium,100-150,214,1,0,2,2,3
دریاچه شهدای خلیج فارس,945000000.0,15,135,1403,3,1,1,1,93,7000000.0,1,Low,100-150,405,1,0,0,1,3
پونک,1600000000.0,2,55,1396,1,1,1,1,217,29090909.09,8,Low,50-100,55,0,3,0,1,2
سرتخت,2850000000.0,4,60,1383,1,0,1,1,112,47500000.0,21,Low,50-100,60,0,3,0,1,2
قیطریه,33000000000.0,1,170,1403,3,1,1,1,177,194117647.1,1,Luxury,150-200,510,0,1,1,3,4
مرزداران,11200000000.0,1,80,1390,2,1,1,1,185,140000000.0,14,Medium,50-100,160,0,3,2,2,2
دکتر هوشیار,1500000000.0,2,53,1398,1,0,1,1,98,28301886.79,6,Low,50-100,53,0,3,0,1,2
شهر زیبا,3250000000.0,2,63,1400,2,1,1,1,134,51587301.59,4,Low,50-100,126,0,3,0,1,2
حصار بوعلی,70000000000.0,5,205,1400,3,1,1,1,64,341463414.6,4,Luxury,200+,615,1,2,1,3,5
قیطریه,15300000000.0,2,120,1384,3,1,1,1,177,127500000.0,20,Medium,100-150,360,0,0,2,2,3
مبارک‌آباد بهشتی,1850000000.0,2,58,1398,1,1,1,1,180,31896551.72,6,Low,50-100,58,0,3,0,1,2
اختیاریه,18500000000.0,6,110,1388,2,1,1,1,10,168181818.2,16,Luxury,100-150,220,1,0,1,3,3
استاد معین,1380000000.0,1,49,1396,1,0,1,1,14,28163265.31,8,Low,<50,49,0,4,0,1,1
مرزداران,11200000000.0,2,85,1390,2,1,1,1,185,131764705.9,14,Medium,50-100,170,0,3,2,2,2
شهر زیبا,3250000000.0,3,62,1401,2,1,1,1,134,52419354.84,3,Low,50-100,124,0,3,0,1,2
دریاچه شهدای خلیج فارس,5150000000.0,23,100,1402,2,1,1,1,93,51500000.0,2,Low,50-100,200,1,3,0,1,2
چیتگر,3100000000.0,18,101,1402,2,1,1,1,220,30693069.31,2,Low,100-150,202,1,0,0,1,3
شهر زیبا,3300000000.0,2,60,1400,2,1,1,1,134,55000000.0,4,Low,50-100,120,0,3,0,1,2
اختیاریه,18000000000.0,3,110,1403,2,1,1,1,10,163636363.6,1,Luxury,100-150,220,0,0,1,3,3
جنت‌آباد شمالی,1350000000.0,2,51,1395,1,0,1,1,56,26470588.24,9,Low,50-100,51,0,3,0,1,2
جنت‌آباد مرکزی,7800000000.0,2,80,1395,2,1,1,1,57,97500000.0,9,Medium,50-100,160,0,3,2,2,2
طرشت,1500000000.0,2,55,1396,1,0,1,1,164,27272727.27,8,Low,50-100,55,0,3,0,1,2
فاطمی,15000000000.0,5,95,1401,2,1,1,1,169,157894736.8,3,Luxury,50-100,190,1,3,1,3,2
اختیاریه,19100000000.0,6,110,1388,2,1,1,1,10,173636363.6,16,Luxury,100-150,220,1,0,1,3,3
امانیه,35000000000.0,9,189,1389,4,1,1,1,24,185185185.2,15,Luxury,150-200,756,1,1,1,3,4
دریاچه شهدای خلیج فارس,2100000000.0,14,101,1403,2,1,1,1,93,20792079.21,1,Low,100-150,202,1,0,0,1,3
گیشا (کوی نصر),29500000000.0,5,171,1401,3,1,1,1,234,172514619.9,3,Luxury,150-200,513,1,1,1,3,4
تهران‌سر,3700000000.0,2,47,1386,1,0,1,1,47,78723404.26,18,Medium,<50,47,0,4,2,2,1
سازمان برنامه,19000000000.0,1,165,1382,3,1,1,1,109,115151515.2,22,Medium,150-200,495,0,1,2,2,4
جنت‌آباد شمالی,9000000000.0,0,125,1385,2,0,1,1,56,72000000.0,19,Medium,100-150,250,0,0,2,2,3
گیشا (کوی نصر),18000000000.0,4,115,1396,2,1,1,1,234,156521739.1,8,Luxury,100-150,230,1,0,1,3,3
فرمانیه,11750000000.0,2,61,1395,1,1,1,1,172,192622950.8,9,Luxury,50-100,61,0,3,1,3,2
استاد معین,3770000000.0,2,47,1386,1,0,1,1,14,80212765.96,18,Medium,<50,47,0,4,2,2,1
یوسف‌آباد,18850000000.0,1,114,1401,2,1,1,1,236,165350877.2,3,Luxury,100-150,228,0,0,1,3,3
سازمان برنامه,12850000000.0,5,92,1397,2,1,1,1,109,139673913.0,7,Medium,50-100,184,1,3,2,2,2
الهیه,52000000000.0,2,180,1398,3,1,1,1,20,288888888.9,6,Luxury,150-200,540,0,1,1,3,4
گیشا (کوی نصر),17000000000.0,4,106,1401,3,1,1,1,234,160377358.5,3,Luxury,100-150,318,1,0,1,3,3
پیروزی,4500000000.0,4,60,1386,2,1,1,1,218,75000000.0,18,Medium,50-100,120,1,3,2,2,2
وردآورد,5000000000.0,4,68,1403,1,1,1,1,209,73529411.76,1,Medium,50-100,68,1,3,2,2,2
سلسبیل,3700000000.0,1,46,1403,1,1,1,1,117,80434782.61,1,Medium,<50,46,0,4,2,2,1
زنجان,6200000000.0,3,80,1401,2,1,1,0,105,77500000.0,3,Medium,50-100,160,0,3,2,2,2
نیرو هوایی,6200000000.0,3,65,1390,2,0,1,0,201,95384615.38,14,Medium,50-100,130,0,3,2,2,2
پونک,7750000000.0,0,80,1385,2,0,1,1,217,96875000.0,19,Medium,50-100,160,0,3,2,2,2
پونک,1450000000.0,2,50,1397,1,0,1,1,217,29000000.0,7,Low,<50,50,0,4,0,1,1
کامرانیه,52000000000.0,6,175,1399,3,1,1,1,223,297142857.1,5,Luxury,150-200,525,1,1,1,3,4
دروس,65000000000.0,4,242,1397,3,1,1,1,90,268595041.3,7,Luxury,200+,726,1,2,1,3,5
یوسف‌آباد,12500000000.0,0,115,1381,2,1,1,1,236,108695652.2,23,Medium,100-150,230,0,0,2,2,3
تسلیحات,3350000000.0,4,62,1390,1,0,1,1,44,54032258.06,14,Low,50-100,62,0,3,0,1,2
شهرک آزادی,1700000000.0,1,61,1396,2,0,1,1,138,27868852.46,8,Low,50-100,122,0,3,0,1,2
سرو آزاد,7500000000.0,8,125,1403,3,1,1,1,113,60000000.0,1,Low,100-150,375,1,0,0,1,3
پاسداران,57500000000.0,7,250,1395,3,1,1,1,213,230000000.0,9,Luxury,200+,750,1,2,1,3,5
زرکش,3650000000.0,3,70,1392,2,0,1,1,101,52142857.14,12,Low,50-100,140,0,3,0,1,2
جنت‌آباد مرکزی,5800000000.0,3,89,1389,2,0,1,1,57,65168539.33,15,Medium,50-100,178,0,3,2,2,2
جنت‌آباد مرکزی,13300000000.0,2,113,1396,2,1,1,1,57,117699115.0,8,Medium,100-150,226,0,0,2,2,3
استاد معین,11000000000.0,6,115,1403,2,1,1,1,14,95652173.91,1,Medium,100-150,230,1,0,2,2,3
سازمان آب,9000000000.0,4,88,1390,2,1,1,1,108,102272727.3,14,Medium,50-100,176,1,3,2,2,2
هروی,26000000000.0,3,112,1402,2,1,1,1,204,232142857.1,2,Luxury,100-150,224,0,0,1,3,3
نیلوفر,17000000000.0,2,110,1395,2,1,1,1,202,154545454.5,9,Luxury,100-150,220,0,0,1,3,3
شمس‌آباد,13806000000.0,3,118,1403,2,1,1,1,132,117000000.0,1,Medium,100-150,236,0,0,2,2,3
نارمک جنوبی,4320000000.0,4,63,1385,2,0,1,1,196,68571428.57,19,Medium,50-100,126,0,3,2,2,2
شمس‌آباد,13806000000.0,4,118,1403,2,1,1,1,132,117000000.0,1,Medium,100-150,236,1,0,2,2,3
دزاشیب,34000000000.0,4,200,1387,4,1,1,1,94,170000000.0,17,Luxury,150-200,800,1,1,1,3,4
باغ فیض,7200000000.0,3,62,1396,1,1,1,1,35,116129032.3,8,Medium,50-100,62,0,3,2,2,2
ونک,18900000000.0,6,140,-1,3,1,1,1,211,135000000.0,1405,Medium,100-150,420,1,0,2,2,3
باغ فیض,5050000000.0,3,59,1382,1,0,1,1,35,85593220.34,22,Medium,50-100,59,0,3,2,2,2
ازگل,17500000000.0,6,110,1403,2,1,1,1,13,159090909.1,1,Luxury,100-150,220,1,0,1,3,3
وردآورد,4160000000.0,2,57,1395,1,1,1,1,209,72982456.14,9,Medium,50-100,57,0,3,2,2,2
زرکش,3950000000.0,3,76,1395,2,0,1,1,101,51973684.21,9,Low,50-100,152,0,3,0,1,2
استاد معین,7800000000.0,4,100,1403,2,1,1,1,14,78000000.0,1,Medium,50-100,200,1,3,2,2,2
شمیران‌نو,4630000000.0,7,95,1403,2,1,1,1,133,48736842.11,1,Low,50-100,190,1,3,0,1,2
آذربایجان,4250000000.0,2,55,1385,1,0,1,1,3,77272727.27,19,Medium,50-100,55,0,3,2,2,2
سعادت‌آباد,23000000000.0,3,108,1400,2,1,1,1,114,212962963.0,4,Luxury,100-150,216,0,0,1,3,3
شهران جنوبی,7400000000.0,3,85,1384,2,0,1,1,136,87058823.53,20,Medium,50-100,170,0,3,2,2,2
تهرانپارس غربی,7995000000.0,2,67,1389,2,1,1,1,46,119328358.2,15,Medium,50-100,134,0,3,2,2,2
سعادت‌آباد,80000000000.0,2,250,1387,4,1,1,1,114,320000000.0,17,Luxury,200+,1000,0,2,1,3,5
تهرانپارس غربی,6980000000.0,2,72,1387,2,0,1,1,46,96944444.44,17,Medium,50-100,144,0,3,2,2,2
شهر‌زیبا,1450000000.0,1,48,1397,1,1,1,1,154,30208333.33,7,Low,<50,48,0,4,0,1,1
آسمان,22000000000.0,1,117,1403,2,1,1,1,5,188034188.0,1,Luxury,100-150,234,0,0,1,3,3
سازمان آب,7400000000.0,1,62,1383,1,0,1,1,108,119354838.7,21,Medium,50-100,62,0,3,2,2,2
کاظم‌آباد,9500000000.0,1,85,1397,2,1,1,1,222,111764705.9,7,Medium,50-100,170,0,3,2,2,2
باغ فیض,11500000000.0,7,115,1400,3,1,1,1,35,100000000.0,4,Medium,100-150,345,1,0,2,2,3
دریاچه شهدای خلیج فارس,5880000000.0,12,120,1403,2,1,1,1,93,49000000.0,1,Low,100-150,240,1,0,0,1,3
بهار,6500000000.0,2,65,1396,1,1,1,1,39,100000000.0,8,Medium,50-100,65,0,3,2,2,2
سازمان برنامه,12000000000.0,1,115,1393,2,1,1,1,109,104347826.1,11,Medium,100-150,230,0,0,2,2,3
یوسف‌آباد,16300000000.0,1,103,1401,2,1,1,1,236,158252427.2,3,Luxury,100-150,206,0,0,1,3,3
سازمان برنامه,1300000000.0,2,54,1395,1,1,1,1,109,24074074.07,9,Low,50-100,54,0,3,0,1,2
سازمان برنامه,9000000000.0,4,64,1402,2,1,1,1,109,140625000.0,2,Medium,50-100,128,1,3,2,2,2
تهران‌سر,7410000000.0,4,95,1396,2,1,1,1,47,78000000.0,8,Medium,50-100,190,1,3,2,2,2
جیحون,5200000000.0,4,62,1403,2,1,1,1,61,83870967.74,1,Medium,50-100,124,1,3,2,2,2
جنت‌آباد شمالی,4490000000.0,11,125,1403,2,1,1,1,56,35920000.0,1,Low,100-150,250,1,0,0,1,3
شهرک غرب,36500000000.0,5,150,1403,3,1,1,1,147,243333333.3,1,Luxury,100-150,450,1,0,1,3,3
بلورسازی,2850000000.0,2,48,1395,1,1,1,1,38,59375000.0,9,Low,<50,48,0,4,0,1,1
آذربایجان,4600000000.0,2,72,1387,2,0,1,1,3,63888888.89,17,Medium,50-100,144,0,3,2,2,2
شهرک راه‌آهن,7000000000.0,2,70,1387,2,0,1,1,142,100000000.0,17,Medium,50-100,140,0,3,2,2,2
جیحون,3460000000.0,3,49,1393,1,1,1,1,61,70612244.9,11,Medium,<50,49,0,4,2,2,1
مدائن,27000000000.0,4,175,1397,3,1,1,1,184,154285714.3,7,Luxury,150-200,525,1,1,1,3,4
دریاچه شهدای خلیج فارس,2700000000.0,6,150,1403,3,1,1,1,93,18000000.0,1,Low,100-150,450,1,0,0,1,3
سلیمانی,2500000000.0,2,52,1381,1,0,1,1,118,48076923.08,23,Low,50-100,52,0,3,0,1,2
شهرک غرب,23000000000.0,1,170,1383,3,1,1,1,147,135294117.6,21,Medium,150-200,510,0,1,2,2,4
پاسداران,55900000000.0,1,279,1395,4,1,1,1,213,200358422.9,9,Luxury,200+,1116,0,2,1,3,5
فلاح,3930000000.0,3,75,1396,1,1,1,1,173,52400000.0,8,Low,50-100,75,0,3,0,1,2
جنت‌آباد شمالی,5600000000.0,2,50,1384,1,0,1,1,56,112000000.0,20,Medium,<50,50,0,4,2,2,1
خواجه نصیر طوسی,12500000000.0,5,110,1400,2,1,1,0,81,113636363.6,4,Medium,100-150,220,1,0,2,2,3
خ یازدهم,6150000000.0,3,56,1386,1,0,1,1,76,109821428.6,18,Medium,50-100,56,0,3,2,2,2
شارق شرقی,6800000000.0,3,107,1401,2,1,1,1,126,63551401.87,3,Medium,100-150,214,0,0,2,2,3
سلسبیل,3600000000.0,2,45,1401,1,1,1,0,117,80000000.0,3,Medium,<50,45,0,4,2,2,1
افسریه,2590000000.0,4,55,1373,1,0,1,0,17,47090909.09,31,Low,50-100,55,0,3,0,1,2
صد دستگاه,4750000000.0,2,64,1385,2,0,1,1,162,74218750.0,19,Medium,50-100,128,0,3,2,2,2
شهر زیبا,1100000000.0,2,40,1395,1,1,1,1,134,27500000.0,9,Low,<50,40,0,4,0,1,1
قیطریه,25000000000.0,4,260,-1,4,0,1,1,177,96153846.15,1405,Medium,200+,1040,0,2,2,2,5
شهر زیبا,1300000000.0,2,53,1395,1,1,1,1,134,24528301.89,9,Low,50-100,53,0,3,0,1,2
پونک,19500000000.0,6,125,1403,3,1,1,1,217,156000000.0,1,Luxury,100-150,375,1,0,1,3,3
مبارک‌آباد بهشتی,1900000000.0,2,60,1399,1,1,1,1,180,31666666.67,5,Low,50-100,60,0,3,0,1,2
دریاچه شهدای خلیج فارس,750000000.0,7,50,1403,1,1,1,1,93,15000000.0,1,Low,<50,50,1,4,0,1,1
شهرک استقلال,1250000000.0,3,63,1392,2,0,1,1,139,19841269.84,12,Low,50-100,126,0,3,0,1,2
سعادت‌آباد,25500000000.0,2,143,1387,3,1,1,1,114,178321678.3,17,Luxury,100-150,429,0,0,1,3,3
ارامنه,3770000000.0,3,62,1388,2,0,1,1,11,60806451.61,16,Low,50-100,124,0,3,0,1,2
سلسبیل,3750000000.0,2,65,1380,2,0,1,1,117,57692307.69,24,Low,50-100,130,0,3,0,1,2
کرمان,7500000000.0,4,72,1403,1,1,1,0,224,104166666.7,1,Medium,50-100,72,1,3,2,2,2
سازمان برنامه,13700000000.0,1,120,1395,3,1,1,1,109,114166666.7,9,Medium,100-150,360,0,0,2,2,3
سازمان برنامه,9690000000.0,1,83,1384,2,1,1,1,109,116746988.0,20,Medium,50-100,166,0,3,2,2,2
استاد معین,4110000000.0,3,50,1394,1,1,1,1,14,82200000.0,10,Medium,<50,50,0,4,2,2,1
مسعودیه,2050000000.0,3,45,1385,1,0,1,1,186,45555555.56,19,Low,<50,45,0,4,0,1,1
سعادت‌آباد,67000000000.0,5,300,1394,4,1,1,1,114,223333333.3,10,Luxury,200+,1200,1,2,1,3,5
کوهک,7600000000.0,18,100,1403,2,1,1,1,227,76000000.0,1,Medium,50-100,200,1,3,2,2,2
تهرانپارس غربی,14999999999.0,2,135,1403,3,1,1,1,46,111111111.1,1,Medium,100-150,405,0,0,2,2,3
تهران‌سر,6900000000.0,1,86,1395,2,1,1,1,47,80232558.14,9,Medium,50-100,172,0,3,2,2,2
دریاچه شهدای خلیج فارس,1500000000.0,8,100,1403,2,1,1,1,93,15000000.0,1,Low,50-100,200,1,3,0,1,2
وردآورد,4450000000.0,1,65,1396,2,1,1,1,209,68461538.46,8,Medium,50-100,130,0,3,2,2,2
کامرانیه,69700000000.0,5,260,1395,4,1,1,1,223,268076923.1,9,Luxury,200+,1040,1,2,1,3,5
آذربایجان,2600000000.0,3,25,1403,-1,1,1,1,3,104000000.0,1,Medium,<50,-25,0,4,2,2,1
