address,price,floor,area,year_built,rooms,elevator,parking,warehouse,district_code,price_per_sqm,building_age,area_level,area_bin,area_x_rooms,elevator_high_floor,area_bin_encoded,area_level_encoded,area_level_num,area_bin_num
پاسداران,55000000000.0,1,200,1373,3,0,1,1,213,275000000.0,31,Luxury,150-200,600,0,1,1,3,4
هروی,21100000000.0,7,128,1397,3,1,1,1,204,164843750.0,7,Luxury,100-150,384,1,0,1,3,3
اختیاریه,20800000000.0,2,105,1398,2,1,1,1,10,198095238.1,6,Luxury,100-150,210,0,0,1,3,3
هاشمی,4400000000.0,3,58,1395,1,1,1,1,203,75862068.97,9,Medium,50-100,58,0,3,2,2,2
طرشت,17550000000.0,3,130,1403,3,1,1,1,164,135000000.0,1,Medium,100-150,390,0,0,2,2,3
شهر‌زیبا,2000000000.0,4,70,1398,2,1,1,1,154,28571428.57,6,Low,50-100,140,1,3,0,1,2
سلسبیل,7950000000.0,4,84,1403,2,1,1,1,117,94642857.14,1,Medium,50-100,168,1,3,2,2,2
مخصوص,8050000000.0,4,90,1401,2,1,1,1,183,89444444.44,3,Medium,50-100,180,1,3,2,2,2
نارمک,5850000000.0,2,60,1380,2,0,1,1,195,97500000.0,24,Medium,50-100,120,0,3,2,2,2
شهران شمالی,14350000000.0,5,100,1400,2,1,1,1,137,143500000.0,4,Medium,50-100,200,1,3,2,2,2
پونک,7000000000.0,3,45,1396,1,1,1,1,217,155555555.6,8,Luxury,<50,45,0,4,1,3,1
مخصوص,9350000000.0,3,110,1404,3,1,1,1,183,85000000.0,0,Medium,100-150,330,0,0,2,2,3
دریاچه شهدای خلیج فارس,9990000000.0,15,115,1398,2,1,1,1,93,86869565.22,6,Medium,100-150,230,1,0,2,2,3
سلسبیل,3700000000.0,1,46,1403,1,1,1,1,117,80434782.61,1,Medium,<50,46,0,4,2,2,1
فدک,11200000000.0,5,108,1397,2,1,1,1,170,103703703.7,7,Medium,100-150,216,1,0,2,2,3
شمس‌آباد,14000000000.0,1,108,1403,2,1,1,1,132,129629629.6,1,Medium,100-150,216,0,0,2,2,3
بریانک,3557000000.0,1,61,1387,1,0,1,1,36,58311475.41,17,Low,50-100,61,0,3,0,1,2
سلسبیل,5500000000.0,4,54,1403,1,1,1,0,117,101851851.9,1,Medium,50-100,54,1,3,2,2,2
یوسف‌آباد,12500000000.0,0,117,1376,2,0,1,0,236,106837606.8,28,Medium,100-150,234,0,0,2,2,3
المهدی,9000000000.0,4,63,1392,1,1,1,1,19,142857142.9,12,Medium,50-100,63,1,3,2,2,2
نیاوران,37000000000.0,5,125,1403,2,1,1,1,200,296000000.0,1,Luxury,100-150,250,1,0,1,3,3
مبارک‌آباد بهشتی,2080000000.0,3,65,1398,1,1,1,1,180,32000000.0,6,Low,50-100,65,0,3,0,1,2
تهران‌سر,4784000000.0,2,92,1403,2,1,1,1,47,52000000.0,1,Low,50-100,184,0,3,0,1,2
اوقاف,2600000000.0,1,44,1387,1,1,1,1,28,59090909.09,17,Low,<50,44,0,4,0,1,1
شمس‌آباد,21500000000.0,3,135,1403,3,1,1,1,132,159259259.3,1,Luxury,100-150,405,0,0,1,3,3
جیحون,2644000000.0,2,47,1382,1,0,1,1,61,56255319.15,22,Low,<50,47,0,4,0,1,1
سازمان آب,6720000000.0,3,55,1389,1,1,1,1,108,122181818.2,15,Medium,50-100,55,0,3,2,2,2
استاد معین,1800000000.0,4,56,1394,1,1,1,1,14,32142857.14,10,Low,50-100,56,1,3,0,1,2
نیاوران,20500000000.0,5,115,1397,2,1,1,1,200,178260869.6,7,Luxury,100-150,230,1,0,1,3,3
جلفا,17200000000.0,2,86,1404,2,1,1,1,52,200000000.0,0,Luxury,50-100,172,0,3,1,3,2
شهر زیبا,9800000000.0,6,89,1398,2,1,1,1,134,110112359.6,6,Medium,50-100,178,1,3,2,2,2
یافت‌آباد,1450000000.0,1,50,1381,1,0,1,0,235,29000000.0,23,Low,<50,50,0,4,0,1,1
جردن,49725000000.0,2,195,1403,3,1,1,1,51,255000000.0,1,Luxury,150-200,585,0,1,1,3,4
جنت‌آباد جنوبی,29000000000.0,3,170,1403,3,1,1,1,55,170588235.3,1,Luxury,150-200,510,0,1,1,3,4
شهر‌زیبا,1800000000.0,2,68,1399,1,1,1,1,154,26470588.24,5,Low,50-100,68,0,3,0,1,2
نارمک جنوبی,7300000000.0,3,70,1395,2,1,1,1,196,104285714.3,9,Medium,50-100,140,0,3,2,2,2
شهر‌زیبا,1320000000.0,1,58,1399,1,0,1,1,154,22758620.69,5,Low,50-100,58,0,3,0,1,2
نیاوران,23500000000.0,4,105,1392,2,1,1,1,200,223809523.8,12,Luxury,100-150,210,1,0,1,3,3
آذربایجان,6200000000.0,2,60,1396,1,1,1,0,3,103333333.3,8,Medium,50-100,60,0,3,2,2,2
آذری,2200000000.0,0,44,1381,1,0,1,1,4,50000000.0,23,Low,<50,44,0,4,0,1,1
میرداماد,14800000000.0,6,100,1383,2,1,1,1,192,148000000.0,21,Medium,50-100,200,1,3,2,2,2
شهرک غرب,19800000000.0,3,112,1403,2,1,1,1,147,176785714.3,1,Luxury,100-150,224,0,0,1,3,3
گیشا (کوی نصر),26000000000.0,2,150,1393,3,1,1,1,234,173333333.3,11,Luxury,100-150,450,0,0,1,3,3
شهران جنوبی,9800000000.0,2,100,1389,2,1,1,1,136,98000000.0,15,Medium,50-100,200,0,3,2,2,2
فدک,11000000000.0,3,92,1402,2,1,1,1,170,119565217.4,2,Medium,50-100,184,0,3,2,2,2
تهرانپارس غربی,2350000000.0,11,87,1403,2,1,1,1,46,27011494.25,1,Low,50-100,174,1,3,0,1,2
شهر زیبا,2400000000.0,2,70,1398,2,1,1,1,134,34285714.29,6,Low,50-100,140,0,3,0,1,2
سعادت‌آباد,25000000000.0,18,160,1385,3,1,1,1,114,156250000.0,19,Luxury,150-200,480,1,1,1,3,4
استاد معین,7800000000.0,1,102,1373,2,0,1,1,14,76470588.24,31,Medium,100-150,204,0,0,2,2,3
خ محمدی,6150000000.0,1,58,1383,1,1,1,1,73,106034482.8,21,Medium,50-100,58,0,3,2,2,2
شیخ هادی,5500000000.0,2,89,1371,2,1,1,1,158,61797752.81,33,Medium,50-100,178,0,3,2,2,2
جیحون,2900000000.0,4,70,1383,2,0,1,1,61,41428571.43,21,Low,50-100,140,0,3,0,1,2
بلوار عدل شمالی,7750000000.0,4,58,1401,1,1,1,1,37,133620689.7,3,Medium,50-100,58,1,3,2,2,2
ارامنه,7350000000.0,4,80,1403,2,1,1,1,11,91875000.0,1,Medium,50-100,160,1,3,2,2,2
جنت‌آباد مرکزی,18700000000.0,3,136,1402,3,1,1,1,57,137500000.0,2,Medium,100-150,408,0,0,2,2,3
سازمان آب,1800000000.0,2,63,1396,2,0,1,1,108,28571428.57,8,Low,50-100,126,0,3,0,1,2
ظهیرآباد,25190000000.0,4,229,1403,4,1,1,1,167,110000000.0,1,Medium,200+,916,1,2,2,2,5
شهر‌زیبا,2150000000.0,1,58,1390,2,0,1,1,154,37068965.52,14,Low,50-100,116,0,3,0,1,2
شهر زیبا,1390000000.0,2,51,1399,1,1,1,1,134,27254901.96,5,Low,50-100,51,0,3,0,1,2
جنت‌آباد جنوبی,12000000000.0,3,117,1397,2,1,1,1,55,102564102.6,7,Medium,100-150,234,0,0,2,2,3
سازمان برنامه,7700000000.0,1,70,1385,2,0,1,1,109,110000000.0,19,Medium,50-100,140,0,3,2,2,2
سلسبیل,4500000000.0,2,67,1384,2,0,1,1,117,67164179.1,20,Medium,50-100,134,0,3,2,2,2
پاسداران,17700000000.0,2,100,1391,2,1,1,1,213,177000000.0,13,Luxury,50-100,200,0,3,1,3,2
گیشا (کوی نصر),15000000000.0,4,10,1391,3,1,1,1,234,1500000000.0,13,Luxury,<50,30,1,4,1,3,1
قیطریه,19000000000.0,1,115,1388,2,1,1,1,177,165217391.3,16,Luxury,100-150,230,0,0,1,3,3
کوی بیمه,6000000000.0,3,55,1388,1,1,1,1,228,109090909.1,16,Medium,50-100,55,0,3,2,2,2
جنت‌آباد جنوبی,11300000000.0,4,100,1397,2,1,1,1,55,113000000.0,7,Medium,50-100,200,1,3,2,2,2
مرزداران,23650000000.0,7,110,1403,2,1,1,1,185,215000000.0,1,Luxury,100-150,220,1,0,1,3,3
شهرک ژاندارمری,12000000000.0,5,8512,1394,2,1,1,1,152,1409774.436,10,Low,200+,17024,1,2,0,1,5
تهران‌سر,1450000000.0,7,49,1399,1,1,1,1,47,29591836.73,5,Low,<50,49,1,4,0,1,1
دکتر هوشیار,3650000000.0,6,45,1398,1,1,1,1,98,81111111.11,6,Medium,<50,45,1,4,2,2,1
جیحون,4500000000.0,3,73,1393,2,1,1,0,61,61643835.62,11,Medium,50-100,146,0,3,2,2,2
استاد معین,3550000000.0,1,51,1396,1,1,1,1,14,69607843.14,8,Medium,50-100,51,0,3,2,2,2
توحید,8500000000.0,1,95,-1,2,0,1,0,50,89473684.21,1405,Medium,50-100,190,0,3,2,2,2
یوسف‌آباد,9200000000.0,4,112,1375,2,0,1,1,236,82142857.14,29,Medium,100-150,224,0,0,2,2,3
تهران‌سر,3600000000.0,8,68,1380,1,1,1,1,47,52941176.47,24,Low,50-100,68,1,3,0,1,2
آذری,1870000000.0,3,48,1380,1,0,1,1,4,38958333.33,24,Low,<50,48,0,4,0,1,1
پونک,29070000000.0,4,150,1402,3,1,1,1,217,193800000.0,2,Luxury,100-150,450,1,0,1,3,3
هوانیروز,6000000000.0,7,143,1403,3,1,1,1,207,41958041.96,1,Low,100-150,429,1,0,0,1,3
سعادت‌آباد,16500000000.0,3,105,1395,2,1,1,1,114,157142857.1,9,Luxury,100-150,210,0,0,1,3,3
صادقیه,6300000000.0,4,90,-1,2,0,1,1,161,70000000.0,1405,Medium,50-100,180,0,3,2,2,2
ارم,6900000000.0,1,49,1384,1,1,1,1,12,140816326.5,20,Medium,<50,49,0,4,2,2,1
ایرانشهر,6670000000.0,2,58,1390,1,1,1,1,31,115000000.0,14,Medium,50-100,58,0,3,2,2,2
جنت‌آباد جنوبی,11900000000.0,4,116,1397,2,1,1,1,55,102586206.9,7,Medium,100-150,232,1,0,2,2,3
سعادت‌آباد,18700000000.0,2,115,1388,2,1,1,1,114,162608695.7,16,Luxury,100-150,230,0,0,1,3,3
اختیاریه,21500000000.0,2,138,1397,2,1,1,1,10,155797101.4,7,Luxury,100-150,276,0,0,1,3,3
پونک,8100000000.0,0,75,1385,2,0,1,1,217,108000000.0,19,Medium,50-100,150,0,3,2,2,2
دریاچه شهدای خلیج فارس,1170000000.0,8,78,1403,2,1,1,1,93,15000000.0,1,Low,50-100,156,1,3,0,1,2
جنت‌آباد مرکزی,12500000000.0,2,105,1400,2,1,1,1,57,119047619.0,4,Medium,100-150,210,0,0,2,2,3
جنت‌آباد مرکزی,4950000000.0,3,53,1389,1,0,1,1,57,93396226.42,15,Medium,50-100,53,0,3,2,2,2
آبشار تهران,2860000008.0,7,82,1403,2,1,1,1,1,34878048.88,1,Low,50-100,164,1,3,0,1,2
سرو آزاد,8700000000.0,14,102,1401,2,1,1,1,113,85294117.65,3,Medium,100-150,204,1,0,2,2,3
جنت‌آباد جنوبی,14900000000.0,3,107,1399,2,1,1,1,55,139252336.4,5,Medium,100-150,214,0,0,2,2,3
تهران‌سر,2640000000.0,2,52,1394,1,0,1,1,47,50769230.77,10,Low,50-100,52,0,3,0,1,2
نارمک جنوبی,7600000000.0,4,75,1401,2,1,1,1,196,101333333.3,3,Medium,50-100,150,1,3,2,2,2
بریانک,5380000000.0,2,82,1400,2,1,1,1,36,65609756.1,4,Medium,50-100,164,0,3,2,2,2
نیرو هوایی,25000000000.0,3,180,1399,3,1,1,1,201,138888888.9,5,Medium,150-200,540,0,1,2,2,4
جنت‌آباد مرکزی,2000000000.0,1,58,1397,1,1,1,1,57,34482758.62,7,Low,50-100,58,0,3,0,1,2
زعفرانیه,40000000000.0,2,145,1401,3,1,1,1,103,275862069.0,3,Luxury,100-150,435,0,0,1,3,3
محمودیه,85000000000.0,7,248,1398,3,1,1,1,182,342741935.5,6,Luxury,200+,744,1,2,1,3,5
شمس‌آباد,11800000000.0,1,92,1388,2,1,1,1,132,128260869.6,16,Medium,50-100,184,0,3,2,2,2
قیطریه,12700000000.0,3,125,-1,3,0,1,1,177,101600000.0,1405,Medium,100-150,375,0,0,2,2,3
سازمان برنامه,12800000000.0,5,92,1395,2,1,1,1,109,139130434.8,9,Medium,50-100,184,1,3,2,2,2
لویزان,7700000000.0,1,75,1388,2,1,1,1,179,102666666.7,16,Medium,50-100,150,0,3,2,2,2
چیتگر,1500000000.0,14,84,1403,2,1,1,1,220,17857142.86,1,Low,50-100,168,1,3,0,1,2
استاد معین,3450000000.0,1,47,1400,1,1,1,0,14,73404255.32,4,Medium,<50,47,0,4,2,2,1
استاد معین,1710000000.0,1,58,1392,2,1,1,1,14,29482758.62,12,Low,50-100,116,0,3,0,1,2
جنت‌آباد جنوبی,7000000000.0,3,73,1383,2,0,1,1,55,95890410.96,21,Medium,50-100,146,0,3,2,2,2
زعفرانیه,14500000000.0,1,65,1397,1,1,1,1,103,223076923.1,7,Luxury,50-100,65,0,3,1,3,2
سازمان برنامه,6900000000.0,2,52,1390,1,1,1,1,109,132692307.7,14,Medium,50-100,52,0,3,2,2,2
زنجان,3870000000.0,4,64,1382,2,0,1,1,105,60468750.0,22,Low,50-100,128,0,3,0,1,2
سلسبیل,3530000000.0,1,47,1384,1,0,1,1,117,75106382.98,20,Medium,<50,47,0,4,2,2,1
هاشمی,5600000000.0,1,70,1399,2,1,1,1,203,80000000.0,5,Medium,50-100,140,0,3,2,2,2
گیشا (کوی نصر),11500000000.0,5,94,1381,2,1,1,1,234,122340425.5,23,Medium,50-100,188,1,3,2,2,2
استاد معین,4900000000.0,2,75,1383,2,0,1,1,14,65333333.33,21,Medium,50-100,150,0,3,2,2,2
لویزان,6500000000.0,2,75,1396,1,1,1,1,179,86666666.67,8,Medium,50-100,75,0,3,2,2,2
امیر بهادر,11234000000.0,4,137,1402,3,1,1,1,25,82000000.0,2,Medium,100-150,411,1,0,2,2,3
سلیمانی,7500000000.0,5,110,1403,2,1,1,1,118,68181818.18,1,Medium,100-150,220,1,0,2,2,3
پونک,13200000000.0,2,90,1390,2,1,1,1,217,146666666.7,14,Medium,50-100,180,0,3,2,2,2
آذربایجان,7200000000.0,4,77,1397,2,1,1,1,3,93506493.51,7,Medium,50-100,154,1,3,2,2,2
هروی,25500000000.0,2,173,1397,3,1,1,1,204,147398843.9,7,Medium,150-200,519,0,1,2,2,4
دانشگاه علم و صنعت,14300000000.0,4,128,1402,3,1,1,1,85,111718750.0,2,Medium,100-150,384,1,0,2,2,3
جنت‌آباد مرکزی,11500000000.0,5,97,1399,2,1,1,1,57,118556701.0,5,Medium,50-100,194,1,3,2,2,2
بریانک,7000000000.0,1,110,1401,3,1,1,1,36,63636363.64,3,Medium,100-150,330,0,0,2,2,3
کرمان,5900000000.0,1,56,1402,2,1,1,1,224,105357142.9,2,Medium,50-100,112,0,3,2,2,2
سلسبیل,3180000000.0,2,60,1383,2,0,1,1,117,53000000.0,21,Low,50-100,120,0,3,0,1,2
مدائن,6500000000.0,2,65,1387,2,0,1,1,184,100000000.0,17,Medium,50-100,130,0,3,2,2,2
جنت‌آباد جنوبی,7150000000.0,2,56,1380,2,0,1,1,55,127678571.4,24,Medium,50-100,112,0,3,2,2,2
شادمهر,6430000000.0,3,77,1380,2,0,1,1,125,83506493.51,24,Medium,50-100,154,0,3,2,2,2
پونک,4985000000.0,3,54,1387,1,0,1,1,217,92314814.81,17,Medium,50-100,54,0,3,2,2,2
شاهین,6400000000.0,4,69,1382,2,0,1,1,129,92753623.19,22,Medium,50-100,138,0,3,2,2,2
پرواز,9400000000.0,6,92,1384,2,1,1,1,215,102173913.0,20,Medium,50-100,184,1,3,2,2,2
پونک,16300000000.0,4,115,1403,2,1,1,1,217,141739130.4,1,Medium,100-150,230,1,0,2,2,3
شهر‌زیبا,3200000000.0,1,70,1396,2,1,1,1,154,45714285.71,8,Low,50-100,140,0,3,0,1,2
جنت‌آباد جنوبی,21000000000.0,1,134,1401,3,1,1,1,55,156716417.9,3,Luxury,100-150,402,0,0,1,3,3
شهر‌زیبا,2100000000.0,1,60,1396,2,1,1,1,154,35000000.0,8,Low,50-100,120,0,3,0,1,2
سلیمانی,2900000000.0,0,50,1382,1,0,1,1,118,58000000.0,22,Low,<50,50,0,4,0,1,1
شهرک غرب,38400000000.0,2,150,1403,3,1,1,1,147,256000000.0,1,Luxury,100-150,450,0,0,1,3,3
هروی,24650000000.0,4,145,1393,3,1,1,1,204,170000000.0,11,Luxury,100-150,435,1,0,1,3,3
کوی فردوس,9000000000.0,0,113,1382,2,0,1,1,229,79646017.7,22,Medium,100-150,226,0,0,2,2,3
شهرک غرب,2100000000.0,3,47,1399,1,1,1,1,147,44680851.06,5,Low,<50,47,0,4,0,1,1
سازمان برنامه,21500000000.0,5,140,1403,3,1,1,1,109,153571428.6,1,Luxury,100-150,420,1,0,1,3,3
شیخ هادی,8200000000.0,4,92,1391,2,1,1,1,158,89130434.78,13,Medium,50-100,184,1,3,2,2,2
مبارک‌آباد بهشتی,1890000000.0,4,63,1398,1,1,1,1,180,30000000.0,6,Low,50-100,63,1,3,0,1,2
جمال‌زاده,5800000000.0,2,49,1403,1,1,1,1,53,118367346.9,1,Medium,<50,49,0,4,2,2,1
مدائن,4600000000.0,3,65,1378,2,0,1,1,184,70769230.77,26,Medium,50-100,130,0,3,2,2,2
دریاچه شهدای خلیج فارس,8800000000.0,11,93,1395,2,1,1,1,93,94623655.91,9,Medium,50-100,186,1,3,2,2,2
چیتگر,1500000000.0,15,100,1403,2,1,1,1,220,15000000.0,1,Low,50-100,200,1,3,0,1,2
پونک,25570000000.0,3,155,1400,2,1,1,1,217,164967741.9,4,Luxury,150-200,310,0,1,1,3,4
جنت‌آباد جنوبی,12000000000.0,4,97,1398,2,1,1,1,55,123711340.2,6,Medium,50-100,194,1,3,2,2,2
سلسبیل,2500000000.0,0,33,1381,1,0,1,1,117,75757575.76,23,Medium,<50,33,0,4,2,2,1
نارمک جنوبی,6000000000.0,2,60,1383,2,0,1,1,196,100000000.0,21,Medium,50-100,120,0,3,2,2,2
پونک,19100000000.0,7,83,1403,2,1,1,1,217,230120481.9,1,Luxury,50-100,166,1,3,1,3,2
بریانک,1690000000.0,0,40,1378,1,0,1,1,36,42250000.0,26,Low,<50,40,0,4,0,1,1
نیاوران,30000000000.0,6,153,1388,3,1,1,1,200,196078431.4,16,Luxury,150-200,459,1,1,1,3,4
میرداماد,14700000000.0,6,97,1382,2,1,1,1,192,151546391.8,22,Luxury,50-100,194,1,3,1,3,2
دکتر هوشیار,2750000000.0,2,35,1380,1,0,1,0,98,78571428.57,24,Medium,<50,35,0,4,2,2,1
سعادت‌آباد,21000000000.0,18,135,1388,2,1,1,1,114,155555555.6,16,Luxury,100-150,270,1,0,1,3,3
باغ فیض,11500000000.0,3,95,1393,3,1,1,1,35,121052631.6,11,Medium,50-100,285,0,3,2,2,2
آسمان,27900000000.0,1,150,1402,3,1,1,1,5,186000000.0,2,Luxury,100-150,450,0,0,1,3,3
کوی مهران,5300000000.0,4,67,1380,2,0,1,1,230,79104477.61,24,Medium,50-100,134,0,3,2,2,2
سلیمانی,2400000000.0,3,55,1377,1,0,1,1,118,43636363.64,27,Low,50-100,55,0,3,0,1,2
باغ فیض,6500000000.0,2,61,1387,1,1,1,1,35,106557377.0,17,Medium,50-100,61,0,3,2,2,2
هروی,28000000000.0,3,175,1398,3,1,1,1,204,160000000.0,6,Luxury,150-200,525,0,1,1,3,4
امامزاده حسن(ع),2250000000.0,4,46,1398,1,1,1,1,22,48913043.48,6,Low,<50,46,1,4,0,1,1
سعادت‌آباد,1490000000.0,2,47,1397,1,1,1,1,114,31702127.66,7,Low,<50,47,0,4,0,1,1
قیطریه,10200000000.0,3,70,1397,2,1,1,1,177,145714285.7,7,Medium,50-100,140,0,3,2,2,2
استاد معین,2250000000.0,3,35,1380,1,0,1,0,14,64285714.29,24,Medium,<50,35,0,4,2,2,1
کوی فردوس,7500000000.0,4,50,1394,1,1,1,1,229,150000000.0,10,Luxury,<50,50,1,4,1,3,1
دیلمان,8860000000.0,1,111,1399,2,1,1,0,99,79819819.82,5,Medium,100-150,222,0,0,2,2,3
کوی بیمه,5150000000.0,1,57,1383,1,1,1,1,228,90350877.19,21,Medium,50-100,57,0,3,2,2,2
جیحون,5400000000.0,3,68,1395,2,1,1,1,61,79411764.71,9,Medium,50-100,136,0,3,2,2,2
نیرو هوایی,25000000000.0,5,165,1403,3,1,1,1,201,151515151.5,1,Luxury,150-200,495,1,1,1,3,4
باغ خزانه,4000000000.0,4,66,1394,1,1,1,0,34,60606060.61,10,Low,50-100,66,1,3,0,1,2
دروس,25170000000.0,1,150,1385,3,1,1,1,90,167800000.0,19,Luxury,100-150,450,0,0,1,3,3
هروی,36000000000.0,4,210,1402,3,1,1,1,204,171428571.4,2,Luxury,200+,630,1,2,1,3,5
شهر زیبا,1850000000.0,1,60,1393,2,0,1,1,134,30833333.33,11,Low,50-100,120,0,3,0,1,2
شهرک راه‌آهن,1280000000.0,12,124,1403,2,1,1,1,142,10322580.65,1,Low,100-150,248,1,0,0,1,3
جیحون,5300000000.0,1,70,1388,2,0,1,1,61,75714285.71,16,Medium,50-100,140,0,3,2,2,2
شهرک ولیعصر,3000000000.0,2,65,1392,1,1,1,1,149,46153846.15,12,Low,50-100,65,0,3,0,1,2
خواجه نصیر طوسی,3950000000.0,2,51,1378,1,0,1,0,81,77450980.39,26,Medium,50-100,51,0,3,2,2,2
هروی,32000000000.0,4,175,1399,3,1,1,1,204,182857142.9,5,Luxury,150-200,525,1,1,1,3,4
بهاران,12100000000.0,2,112,1392,3,1,1,1,40,108035714.3,12,Medium,100-150,336,0,0,2,2,3
زنجان,5270000000.0,1,69,1393,2,0,1,1,105,76376811.59,11,Medium,50-100,138,0,3,2,2,2
زعفرانیه,45000000000.0,2,180,1397,3,1,1,1,103,250000000.0,7,Luxury,150-200,540,0,1,1,3,4
جیحون,5060000000.0,2,65,1391,2,0,1,1,61,77846153.85,13,Medium,50-100,130,0,3,2,2,2
تهرانپارس شرقی,4200000000.0,1,63,1389,1,1,1,1,45,66666666.67,15,Medium,50-100,63,0,3,2,2,2
جنت‌آباد مرکزی,6350000000.0,1,75,1388,2,0,1,1,57,84666666.67,16,Medium,50-100,150,0,3,2,2,2
سلیمانی,2800000000.0,4,40,1390,1,1,1,1,118,70000000.0,14,Medium,<50,40,1,4,2,2,1
زنجان,5150000000.0,1,68,1392,2,0,1,1,105,75735294.12,12,Medium,50-100,136,0,3,2,2,2
جنت‌آباد مرکزی,10700000000.0,2,94,1388,2,1,1,1,57,113829787.2,16,Medium,50-100,188,0,3,2,2,2
نارمک,18650000000.0,5,145,1403,3,1,1,1,195,128620689.7,1,Medium,100-150,435,1,0,2,2,3
دروس,13680000000.0,2,80,1389,2,1,1,1,90,171000000.0,15,Luxury,50-100,160,0,3,1,3,2
تهرانپارس غربی,8800000000.0,5,82,1391,2,1,1,1,46,107317073.2,13,Medium,50-100,164,1,3,2,2,2
ارم,6900000000.0,1,508,1390,1,1,1,1,12,13582677.17,14,Low,200+,508,0,2,0,1,5
هفت چنار,3750000000.0,3,47,1392,1,1,1,0,206,79787234.04,12,Medium,<50,47,0,4,2,2,1
جیحون,5190000000.0,1,66,1390,2,0,1,1,61,78636363.64,14,Medium,50-100,132,0,3,2,2,2
پونک,6300000000.0,2,60,1392,1,1,1,1,217,105000000.0,12,Medium,50-100,60,0,3,2,2,2
جنت‌آباد مرکزی,7550000000.0,4,71,1387,2,1,1,1,57,106338028.2,17,Medium,50-100,142,1,3,2,2,2
جردن,32500000000.0,5,150,1397,3,1,1,1,51,216666666.7,7,Luxury,100-150,450,1,0,1,3,3
دریاچه شهدای خلیج فارس,8680000000.0,6,172,1403,3,1,1,1,93,50465116.28,1,Low,150-200,516,1,1,0,1,4
استاد معین,3450000000.0,3,51,1401,1,1,1,1,14,67647058.82,3,Medium,50-100,51,0,3,2,2,2
هاشمی,4500000000.0,3,53,1392,1,1,1,1,203,84905660.38,12,Medium,50-100,53,0,3,2,2,2
استاد معین,4350000000.0,1,48,1394,1,1,1,1,14,90625000.0,10,Medium,<50,48,0,4,2,2,1
ظفر,21170000000.0,2,145,1390,3,1,1,1,166,146000000.0,14,Medium,100-150,435,0,0,2,2,3
سعادت‌آباد,22500000000.0,2,116,1384,2,1,1,1,114,193965517.2,20,Luxury,100-150,232,0,0,1,3,3
سعادت‌آباد,20000000000.0,11,138,1386,2,1,1,1,114,144927536.2,18,Medium,100-150,276,1,0,2,2,3
المهدی,7250000000.0,2,70,1383,2,0,1,1,19,103571428.6,21,Medium,50-100,140,0,3,2,2,2
شریف,9150000000.0,2,102,1397,2,1,1,1,131,89705882.35,7,Medium,100-150,204,0,0,2,2,3
شهران جنوبی,5350000000.0,3,68,1385,2,0,1,1,136,78676470.59,19,Medium,50-100,136,0,3,2,2,2
میدان انقلاب,10700000000.0,10,107,-1,2,1,1,1,190,100000000.0,1405,Medium,100-150,214,1,0,2,2,3
شمس‌آباد,13200000000.0,1,110,1403,2,1,1,1,132,120000000.0,1,Medium,100-150,220,0,0,2,2,3
امامزاده قاسم,67000000000.0,3,250,1398,4,1,1,1,23,268000000.0,6,Luxury,200+,1000,0,2,1,3,5
شهرک پرواز,9000000000.0,3,82,1388,2,1,1,1,151,109756097.6,16,Medium,50-100,164,0,3,2,2,2
شمس‌آباد,11250000000.0,2,80,1390,2,1,1,1,132,140625000.0,14,Medium,50-100,160,0,3,2,2,2
جنت‌آباد جنوبی,5950000000.0,2,55,1384,1,0,1,1,55,108181818.2,20,Medium,50-100,55,0,3,2,2,2
افسریه,8850000000.0,4,135,1403,3,1,1,0,17,65555555.56,1,Medium,100-150,405,1,0,2,2,3
تهران‌سر,1950000000.0,2,60,1396,2,1,1,1,47,32500000.0,8,Low,50-100,120,0,3,0,1,2
شهرک راه‌آهن,425000000.0,10,60,1403,1,1,1,1,142,7083333.333,1,Low,50-100,60,1,3,0,1,2
جنت‌آباد مرکزی,5490000000.0,1,62,1395,1,0,1,0,57,88548387.1,9,Medium,50-100,62,0,3,2,2,2
میرداماد,24500000000.0,4,100,1398,2,1,1,1,192,245000000.0,6,Luxury,50-100,200,1,3,1,3,2
شهر زیبا,6500000000.0,2,58,1387,2,0,1,1,134,112068965.5,17,Medium,50-100,116,0,3,2,2,2
پونک,6800000000.0,1,63,1388,1,1,1,1,217,107936507.9,16,Medium,50-100,63,0,3,2,2,2
زعفرانیه,44000000000.0,2,2250,1388,3,1,1,1,103,19555555.56,16,Low,200+,6750,0,2,0,1,5
تهران‌سر,2150000000.0,1,57,1395,2,1,1,1,47,37719298.25,9,Low,50-100,114,0,3,0,1,2
اختیاریه,19000000000.0,2,115,1403,2,1,1,1,10,165217391.3,1,Luxury,100-150,230,0,0,1,3,3
سلسبیل,3100000000.0,1,45,1403,1,1,1,1,117,68888888.89,1,Medium,<50,45,0,4,2,2,1
جی,4760000000.0,3,70,1403,2,1,1,1,60,68000000.0,1,Medium,50-100,140,0,3,2,2,2
سازمان برنامه,6900000000.0,0,60,1387,2,0,1,1,109,115000000.0,17,Medium,50-100,120,0,3,2,2,2
شهر‌زیبا,2000000000.0,2,55,1398,2,0,1,1,154,36363636.36,6,Low,50-100,110,0,3,0,1,2
شهرک راه‌آهن,5300000000.0,4,120,1403,2,1,1,1,142,44166666.67,1,Low,100-150,240,1,0,0,1,3
شهرک کیانشهر,6100000000.0,4,94,1393,2,1,1,1,153,64893617.02,11,Medium,50-100,188,1,3,2,2,2
