address,price,floor,area,year_built,rooms,elevator,parking,warehouse,district_code,price_per_sqm,building_age,area_x_rooms,elevator_high_floor,area_level_num,area_bin_num
باغ خزانه,2800000000,2,35,1403,1,1,1,1,34,80000000.0,1,35,0,2,1
باغ فیض,11200000000,4,100,1396,2,1,1,1,35,112000000.0,8,200,1,2,2
اقدسیه,62500000000,2,250,1390,3,1,1,1,18,250000000.0,14,750,0,3,5
گیشا (کوی نصر),12700000000,4,72,1393,2,1,1,1,234,176388888.9,11,144,1,3,2
سلسبیل,7200000000,4,92,1403,2,1,1,1,117,78260869.57,1,184,1,2,2
اقدسیه,23000000000,2,170,1383,3,1,1,1,18,135294117.6,21,510,0,2,4
گیشا (کوی نصر),16900000000,4,96,1403,4,1,1,1,234,176041666.7,1,384,1,3,2
هروی,11200000000,1,70,1397,1,1,1,1,204,160000000.0,7,70,0,3,2
نیاوران,23000000000,1,175,1380,3,0,1,1,200,131428571.4,24,525,0,2,4
شهرک غرب,46000000000,9,180,1403,3,1,1,1,147,255555555.6,1,540,1,3,4
مرزداران,9800000000,5,70,1388,2,1,1,1,185,140000000.0,16,140,1,2,2
جنت‌آباد جنوبی,12220000000,3,95,1398,2,1,1,1,55,128631578.9,6,190,0,2,2
مرزداران,15700000000,3,90,1403,2,1,1,0,185,174444444.4,1,180,0,3,2
پلیس,12000000000,2,140,-1,2,0,1,1,216,85714285.71,1405,280,0,2,3
تهرانپارس غربی,13800000000,3,93,1403,2,1,1,1,46,148387096.8,1,186,0,2,2
دروس,35000000000,4,190,1385,3,1,1,1,90,184210526.3,19,570,1,3,4
یوسف‌آباد,21300000000,5,124,1385,3,1,1,1,236,171774193.5,19,372,1,3,3
دروس,36000000000,4,190,1385,3,1,1,1,90,189473684.2,19,570,1,3,4
ظفر,16300000000,5,95,1393,2,1,1,1,166,171578947.4,11,190,1,3,2
جنت‌آباد مرکزی,15500000000,10,86,1400,2,1,1,1,57,180232558.1,4,172,1,3,2
سلسبیل,3300000000,1,39,1393,1,1,1,1,117,84615384.62,11,39,0,2,1
دروس,50000000000,6,312,1386,4,1,1,1,90,160256410.3,18,1248,1,3,5
اوقاف,6200000000,1,77,1390,2,1,1,1,28,80519480.52,14,154,0,2,2
پاسداران,26000000000,2,175,1395,3,1,1,1,213,148571428.6,9,525,0,2,4
شهران جنوبی,6800000000,3,57,1402,1,1,1,1,136,119298245.6,2,57,0,2,2
دکتر هوشیار,10490000000,5,121,1393,3,1,1,1,98,86694214.88,11,363,1,2,3
زعفرانیه,65000000000,4,185,1396,3,1,1,1,103,351351351.4,8,555,1,3,4
حشمتیه,10200000000,1,102,1403,2,1,1,0,63,100000000.0,1,204,0,2,3
زنجان,6950000000,4,80,1401,2,1,1,1,105,86875000.0,3,160,1,2,2
دکتر هوشیار,7600000000,1,79,1388,2,0,1,1,98,96202531.65,16,158,0,2,2
سلسبیل,3600000000,2,44,1395,1,1,1,1,117,81818181.82,9,44,0,2,1
بریانک,7800000000,5,109,1403,2,1,1,1,36,71559633.03,1,218,1,2,3
آذربایجان,4300000000,1,57,1387,1,0,1,1,3,75438596.49,17,57,0,2,2
سلسبیل,3650000000,1,44,1403,1,1,1,0,117,82954545.45,1,44,0,2,1
سعادت‌آباد,25000000000,2,133,1384,3,1,1,1,114,187969924.8,20,399,0,3,3
اکباتان,6000000000,2,50,1386,1,1,1,1,29,120000000.0,18,50,0,2,1
جردن,24000000000,3,120,1400,2,1,1,1,51,200000000.0,4,240,0,3,3
زنجان,9200000000,3,122,1404,3,1,1,1,105,75409836.07,0,366,0,2,3
حکیمیه,11500000000,1,113,1403,2,1,1,1,66,101769911.5,1,226,0,2,3
مجیدآباد,5700000000,3,79,1378,2,0,1,0,181,72151898.73,26,158,0,2,2
پاسداران,59000000000,2,220,1403,3,1,1,1,213,268181818.2,1,660,0,3,5
شهرک امید,21000000000,9,155,1395,3,1,1,1,140,135483871.0,9,465,1,2,4
اباذر,8700000000,2,80,1385,2,1,1,1,8,108750000.0,19,160,0,2,2
پاسداران,24200000000,2,125,1394,3,1,1,1,213,193600000.0,10,375,0,3,3
سازمان برنامه,7500000000,2,72,1385,2,1,1,1,109,104166666.7,19,144,0,2,2
استخر,9100000000,13,97,1400,2,1,1,1,15,93814432.99,4,194,1,2,2
سازمان برنامه,20500000000,3,140,1396,3,1,1,1,109,146428571.4,8,420,0,2,3
سازمان برنامه,19800000000,5,120,1403,3,1,1,1,109,165000000.0,1,360,1,3,3
کاظم‌آباد,9600000000,3,80,1398,2,1,1,1,222,120000000.0,6,160,0,2,2
سلسبیل,4500000000,3,60,1380,1,0,1,1,117,75000000.0,24,60,0,2,2
پونک,16450000000,3,121,1392,3,1,1,1,217,135950413.2,12,363,0,2,3
شهران شمالی,7650000000,1,95,1394,2,1,1,1,137,80526315.79,10,190,0,2,2
جنت‌آباد جنوبی,14000000000,3,90,1403,2,1,1,1,55,155555555.6,1,180,0,3,2
یوسف‌آباد,28555000000,2,145,1402,3,1,1,1,236,196931034.5,2,435,0,3,3
پونک,13000000000,2,85,1399,2,1,1,1,217,152941176.5,5,170,0,3,2
شهران شمالی,9000000000,1,96,1383,2,1,1,1,137,93750000.0,21,192,0,2,2
هروی,21400000000,3,160,1386,3,1,1,1,204,133750000.0,18,480,0,2,4
جنت‌آباد مرکزی,7250000000,2,70,1388,2,1,1,1,57,103571428.6,16,140,0,2,2
اقدسیه,18600000000,5,135,1387,2,1,1,1,18,137777777.8,17,270,1,2,3
دارآباد,23000000000,6,155,1403,3,1,1,1,83,148387096.8,1,465,1,2,4
نارمک جنوبی,6550000000,3,75,1389,2,1,1,1,196,87333333.33,15,150,0,2,2
هروی,28000000000,3,173,1395,3,1,1,1,204,161849711.0,9,519,0,3,4
سهروردی,6365000000,0,67,1384,2,1,1,0,120,95000000.0,20,134,0,2,2
کاظم‌آباد,7200000000,1,84,1376,2,0,1,1,222,85714285.71,28,168,0,2,2
دردشت,14800000000,1,148,1401,3,1,1,1,88,100000000.0,3,444,0,2,3
قیطریه,14400000000,4,75,1397,2,1,1,1,177,192000000.0,7,150,1,3,2
امیرآباد,14000000000,2,90,1403,2,1,1,1,26,155555555.6,1,180,0,3,2
استاد معین,5150000000,2,70,1385,1,1,1,1,14,73571428.57,19,70,0,2,2
کوی مهران,16500000000,2,115,1393,2,1,1,1,230,143478260.9,11,230,0,2,3
سلسبیل,4850000000,0,55,1388,1,1,1,1,117,88181818.18,16,55,0,2,2
شمس‌آباد,5500000000,4,40,1403,1,1,1,0,132,137500000.0,1,40,1,2,1
هروی,27900000000,5,165,1403,3,1,1,1,204,169090909.1,1,495,1,3,4
باغ فیض,6500000000,3,55,1392,1,1,1,1,35,118181818.2,12,55,0,2,2
پونک,18200000000,4,104,1403,2,1,1,1,217,175000000.0,1,208,1,3,3
کرمان,5350000000,1,58,1383,1,0,1,1,224,92241379.31,21,58,0,2,2
یوسف‌آباد,13500000000,1,85,1394,2,1,1,1,236,158823529.4,10,170,0,3,2
فاطمی,13200000000,2,90,1400,2,1,1,1,169,146666666.7,4,180,0,2,2
نارمک جنوبی,14950000000,4,150,1399,3,1,1,1,196,99666666.67,5,450,1,2,3
تهران‌سر,7500000000,1,105,1395,2,1,1,1,47,71428571.43,9,210,0,2,3
قیطریه,12000000000,3,65,1395,1,1,1,1,177,184615384.6,9,65,0,3,2
استاد معین,7200000000,4,68,1404,1,1,1,1,14,105882352.9,0,68,1,2,2
ازگل,11500000000,2,96,1386,2,1,1,1,13,119791666.7,18,192,0,2,2
دریاچه شهدای خلیج فارس,9600000000,11,110,1395,2,1,1,1,93,87272727.27,9,220,1,2,3
پونک,9500000000,1,98,1395,2,1,1,1,217,96938775.51,9,196,0,2,2
کوهک,11000000000,8,108,1403,2,1,1,1,227,101851851.9,1,216,1,2,3
سازمان برنامه,21900000000,4,142,1401,3,1,1,1,109,154225352.1,3,426,1,3,3
قلهک,22000000000,5,115,1403,2,1,1,1,176,191304347.8,1,230,1,3,3
ازگل,16500000000,5,108,1395,2,1,1,1,13,152777777.8,9,216,1,3,3
استاد معین,7200000000,3,92,1400,2,1,1,1,14,78260869.57,4,184,0,2,2
ولنجک,55440000000,3,132,1403,2,1,1,1,210,420000000.0,1,264,0,3,3
سازمان برنامه,13300000000,4,90,1398,2,1,1,1,109,147777777.8,6,180,1,2,2
شهران جنوبی,11900000000,5,93,1395,2,1,1,1,136,127956989.2,9,186,1,2,2
دکتر هوشیار,10200000000,2,107,1403,2,1,1,1,98,95327102.8,1,214,0,2,3
جنت‌آباد مرکزی,7400000000,4,69,1386,2,1,1,1,57,107246376.8,18,138,1,2,2
ولنجک,38000000000,2,175,1402,3,1,1,1,210,217142857.1,2,525,0,3,4
نارمک,44000000000,2,200,1403,3,1,1,1,195,220000000.0,1,600,0,3,4
مرزداران,19800000000,5,124,1400,3,1,1,1,185,159677419.4,4,372,1,3,3
تهرانپارس غربی,6550000000,2,72,1382,2,0,1,1,46,90972222.22,22,144,0,2,2
سهروردی,7500000000,2,60,1386,1,1,1,1,120,125000000.0,18,60,0,2,2
تهرانپارس شرقی,15700000000,5,180,1397,3,1,1,1,45,87222222.22,7,540,1,2,4
گیشا (کوی نصر),22000000000,3,138,1388,3,1,1,1,234,159420289.9,16,414,0,3,3
سنایی,21000000000,4,150,1398,3,1,1,1,119,140000000.0,6,450,1,2,3
تهرانپارس غربی,8600000000,3,100,1372,2,0,1,1,46,86000000.0,32,200,0,2,2
زعفرانیه,40000000000,1,185,1387,3,1,1,1,103,216216216.2,17,555,0,3,4
کوی مهران,8800000000,1,70,1393,1,1,1,1,230,125714285.7,11,70,0,2,2
گیشا (کوی نصر),30000000000,4,150,1402,3,1,1,1,234,200000000.0,2,450,1,3,3
سنایی,31900000000,5,190,1402,3,1,1,1,119,167894736.8,2,570,1,3,4
پاسداران,19200000000,2,80,1404,2,1,1,1,213,240000000.0,0,160,0,3,2
آذربایجان,4250000000,1,52,1391,1,0,1,1,3,81730769.23,13,52,0,2,2
استاد معین,5250000000,3,75,1386,1,0,1,1,14,70000000.0,18,75,0,2,2
جنت‌آباد مرکزی,11500000000,3,100,1401,2,1,1,1,57,115000000.0,3,200,0,2,2
قلهک,13700000000,5,93,1382,2,1,1,1,176,147311828.0,22,186,1,2,2
منیریه,8750000000,1,92,1396,2,1,1,1,188,95108695.65,8,184,0,2,2
مخصوص,7850000000,5,89,1401,2,1,1,1,183,88202247.19,3,178,1,2,2
اختیاریه,13200000000,2,89,1385,2,0,1,1,10,148314606.7,19,178,0,2,2
جمال‌زاده,7200000000,0,78,1384,2,0,1,1,53,92307692.31,20,156,0,2,2
پونک,11600000000,5,60,1397,1,1,1,1,217,193333333.3,7,60,1,3,2
تهرانپارس غربی,15700000000,2,143,1388,3,1,1,1,46,109790209.8,16,429,0,2,3
سعادت‌آباد,17400000000,3,80,1403,2,1,1,1,114,217500000.0,1,160,0,3,2
ایرانشهر,9390000000,6,83,1396,2,1,1,0,31,113132530.1,8,166,1,2,2
صادقیه,18100000000,3,140,1403,3,1,1,1,161,129285714.3,1,420,0,2,3
باغ فیض,7100000000,4,53,1383,1,1,1,1,35,133962264.2,21,53,1,2,2
طرشت,12870000000,4,110,1403,2,1,1,1,164,117000000.0,1,220,1,2,3
اختیاریه,14500000000,1,90,1388,2,1,1,1,10,161111111.1,16,180,0,3,2
دکتر هوشیار,9100000000,1,115,1399,3,1,1,1,98,79130434.78,5,345,0,2,3
سنایی,19400000000,3,116,1403,3,1,1,1,119,167241379.3,1,348,0,3,3
ظفر,15300000000,3,115,1383,2,1,1,1,166,133043478.3,21,230,0,2,3
سازمان برنامه,7900000000,5,85,1390,2,1,1,1,109,92941176.47,14,170,1,2,2
مخصوص,6800000000,1,80,1404,2,1,1,1,183,85000000.0,0,160,0,2,2
مدائن,12200000000,1,100,1403,3,1,1,1,184,122000000.0,1,300,0,2,2
سازمان برنامه,9500000000,0,103,1383,2,1,1,1,109,92233009.71,21,206,0,2,3
پاسداران,55000000000,1,200,1373,3,0,1,1,213,275000000.0,31,600,0,3,4
هروی,21100000000,7,128,1397,3,1,1,1,204,164843750.0,7,384,1,3,3
اختیاریه,20800000000,2,105,1398,2,1,1,1,10,198095238.1,6,210,0,3,3
هاشمی,4400000000,3,58,1395,1,1,1,1,203,75862068.97,9,58,0,2,2
طرشت,17550000000,3,130,1403,3,1,1,1,164,135000000.0,1,390,0,2,3
سلسبیل,7950000000,4,84,1403,2,1,1,1,117,94642857.14,1,168,1,2,2
مخصوص,8050000000,4,90,1401,2,1,1,1,183,89444444.44,3,180,1,2,2
نارمک,5850000000,2,60,1380,2,0,1,1,195,97500000.0,24,120,0,2,2
شهران شمالی,14350000000,5,100,1400,2,1,1,1,137,143500000.0,4,200,1,2,2
پونک,7000000000,3,45,1396,1,1,1,1,217,155555555.6,8,45,0,3,1
مخصوص,9350000000,3,110,1404,3,1,1,1,183,85000000.0,0,330,0,2,3
دریاچه شهدای خلیج فارس,9990000000,15,115,1398,2,1,1,1,93,86869565.22,6,230,1,2,3
سلسبیل,3700000000,1,46,1403,1,1,1,1,117,80434782.61,1,46,0,2,1
فدک,11200000000,5,108,1397,2,1,1,1,170,103703703.7,7,216,1,2,3
شمس‌آباد,14000000000,1,108,1403,2,1,1,1,132,129629629.6,1,216,0,2,3
سلسبیل,5500000000,4,54,1403,1,1,1,0,117,101851851.9,1,54,1,2,2
یوسف‌آباد,12500000000,0,117,1376,2,0,1,0,236,106837606.8,28,234,0,2,3
المهدی,9000000000,4,63,1392,1,1,1,1,19,142857142.9,12,63,1,2,2
نیاوران,37000000000,5,125,1403,2,1,1,1,200,296000000.0,1,250,1,3,3
شمس‌آباد,21500000000,3,135,1403,3,1,1,1,132,159259259.3,1,405,0,3,3
سازمان آب,6720000000,3,55,1389,1,1,1,1,108,122181818.2,15,55,0,2,2
نیاوران,20500000000,5,115,1397,2,1,1,1,200,178260869.6,7,230,1,3,3
جلفا,17200000000,2,86,1404,2,1,1,1,52,200000000.0,0,172,0,3,2
شهر زیبا,9800000000,6,89,1398,2,1,1,1,134,110112359.6,6,178,1,2,2
جردن,49725000000,2,195,1403,3,1,1,1,51,255000000.0,1,585,0,3,4
جنت‌آباد جنوبی,29000000000,3,170,1403,3,1,1,1,55,170588235.3,1,510,0,3,4
نارمک جنوبی,7300000000,3,70,1395,2,1,1,1,196,104285714.3,9,140,0,2,2
نیاوران,23500000000,4,105,1392,2,1,1,1,200,223809523.8,12,210,1,3,3
آذربایجان,6200000000,2,60,1396,1,1,1,0,3,103333333.3,8,60,0,2,2
میرداماد,14800000000,6,100,1383,2,1,1,1,192,148000000.0,21,200,1,2,2
شهرک غرب,19800000000,3,112,1403,2,1,1,1,147,176785714.3,1,224,0,3,3
گیشا (کوی نصر),26000000000,2,150,1393,3,1,1,1,234,173333333.3,11,450,0,3,3
شهران جنوبی,9800000000,2,100,1389,2,1,1,1,136,98000000.0,15,200,0,2,2
فدک,11000000000,3,92,1402,2,1,1,1,170,119565217.4,2,184,0,2,2
سعادت‌آباد,25000000000,18,160,1385,3,1,1,1,114,156250000.0,19,480,1,3,4
استاد معین,7800000000,1,102,1373,2,0,1,1,14,76470588.24,31,204,0,2,3
خ محمدی,6150000000,1,58,1383,1,1,1,1,73,106034482.8,21,58,0,2,2
بلوار عدل شمالی,7750000000,4,58,1401,1,1,1,1,37,133620689.7,3,58,1,2,2
ارامنه,7350000000,4,80,1403,2,1,1,1,11,91875000.0,1,160,1,2,2
جنت‌آباد مرکزی,18700000000,3,136,1402,3,1,1,1,57,137500000.0,2,408,0,2,3
ظهیرآباد,25190000000,4,229,1403,4,1,1,1,167,110000000.0,1,916,1,2,5
جنت‌آباد جنوبی,12000000000,3,117,1397,2,1,1,1,55,102564102.6,7,234,0,2,3
سازمان برنامه,7700000000,1,70,1385,2,0,1,1,109,110000000.0,19,140,0,2,2
پاسداران,17700000000,2,100,1391,2,1,1,1,213,177000000.0,13,200,0,3,2
گیشا (کوی نصر),15000000000,4,10,1391,3,1,1,1,234,1500000000.0,13,30,1,3,1
قیطریه,19000000000,1,115,1388,2,1,1,1,177,165217391.3,16,230,0,3,3
کوی بیمه,6000000000,3,55,1388,1,1,1,1,228,109090909.1,16,55,0,2,2
جنت‌آباد جنوبی,11300000000,4,100,1397,2,1,1,1,55,113000000.0,7,200,1,2,2
مرزداران,23650000000,7,110,1403,2,1,1,1,185,215000000.0,1,220,1,3,3
دکتر هوشیار,3650000000,6,45,1398,1,1,1,1,98,81111111.11,6,45,1,2,1
توحید,8500000000,1,95,-1,2,0,1,0,50,89473684.21,1405,190,0,2,2
یوسف‌آباد,9200000000,4,112,1375,2,0,1,1,236,82142857.14,29,224,0,2,3
پونک,29070000000,4,150,1402,3,1,1,1,217,193800000.0,2,450,1,3,3
سعادت‌آباد,16500000000,3,105,1395,2,1,1,1,114,157142857.1,9,210,0,3,3
صادقیه,6300000000,4,90,-1,2,0,1,1,161,70000000.0,1405,180,0,2,2
ارم,6900000000,1,49,1384,1,1,1,1,12,140816326.5,20,49,0,2,1
ایرانشهر,6670000000,2,58,1390,1,1,1,1,31,115000000.0,14,58,0,2,2
جنت‌آباد جنوبی,11900000000,4,116,1397,2,1,1,1,55,102586206.9,7,232,1,2,3
سعادت‌آباد,18700000000,2,115,1388,2,1,1,1,114,162608695.7,16,230,0,3,3
اختیاریه,21500000000,2,138,1397,2,1,1,1,10,155797101.4,7,276,0,3,3
پونک,8100000000,0,75,1385,2,0,1,1,217,108000000.0,19,150,0,2,2
جنت‌آباد مرکزی,12500000000,2,105,1400,2,1,1,1,57,119047619.0,4,210,0,2,3
جنت‌آباد مرکزی,4950000000,3,53,1389,1,0,1,1,57,93396226.42,15,53,0,2,2
سرو آزاد,8700000000,14,102,1401,2,1,1,1,113,85294117.65,3,204,1,2,3
جنت‌آباد جنوبی,14900000000,3,107,1399,2,1,1,1,55,139252336.4,5,214,0,2,3
نارمک جنوبی,7600000000,4,75,1401,2,1,1,1,196,101333333.3,3,150,1,2,2
نیرو هوایی,25000000000,3,180,1399,3,1,1,1,201,138888888.9,5,540,0,2,4
زعفرانیه,40000000000,2,145,1401,3,1,1,1,103,275862069.0,3,435,0,3,3
شمس‌آباد,11800000000,1,92,1388,2,1,1,1,132,128260869.6,16,184,0,2,2
قیطریه,12700000000,3,125,-1,3,0,1,1,177,101600000.0,1405,375,0,2,3
سازمان برنامه,12800000000,5,92,1395,2,1,1,1,109,139130434.8,9,184,1,2,2
لویزان,7700000000,1,75,1388,2,1,1,1,179,102666666.7,16,150,0,2,2
استاد معین,3450000000,1,47,1400,1,1,1,0,14,73404255.32,4,47,0,2,1
جنت‌آباد جنوبی,7000000000,3,73,1383,2,0,1,1,55,95890410.96,21,146,0,2,2
زعفرانیه,14500000000,1,65,1397,1,1,1,1,103,223076923.1,7,65,0,3,2
سازمان برنامه,6900000000,2,52,1390,1,1,1,1,109,132692307.7,14,52,0,2,2
سلسبیل,3530000000,1,47,1384,1,0,1,1,117,75106382.98,20,47,0,2,1
هاشمی,5600000000,1,70,1399,2,1,1,1,203,80000000.0,5,140,0,2,2
گیشا (کوی نصر),11500000000,5,94,1381,2,1,1,1,234,122340425.5,23,188,1,2,2
لویزان,6500000000,2,75,1396,1,1,1,1,179,86666666.67,8,75,0,2,2
امیر بهادر,11234000000,4,137,1402,3,1,1,1,25,82000000.0,2,411,1,2,3
پونک,13200000000,2,90,1390,2,1,1,1,217,146666666.7,14,180,0,2,2
آذربایجان,7200000000,4,77,1397,2,1,1,1,3,93506493.51,7,154,1,2,2
هروی,25500000000,2,173,1397,3,1,1,1,204,147398843.9,7,519,0,2,4
دانشگاه علم و صنعت,14300000000,4,128,1402,3,1,1,1,85,111718750.0,2,384,1,2,3
جنت‌آباد مرکزی,11500000000,5,97,1399,2,1,1,1,57,118556701.0,5,194,1,2,2
کرمان,5900000000,1,56,1402,2,1,1,1,224,105357142.9,2,112,0,2,2
مدائن,6500000000,2,65,1387,2,0,1,1,184,100000000.0,17,130,0,2,2
جنت‌آباد جنوبی,7150000000,2,56,1380,2,0,1,1,55,127678571.4,24,112,0,2,2
شادمهر,6430000000,3,77,1380,2,0,1,1,125,83506493.51,24,154,0,2,2
پونک,4985000000,3,54,1387,1,0,1,1,217,92314814.81,17,54,0,2,2
شاهین,6400000000,4,69,1382,2,0,1,1,129,92753623.19,22,138,0,2,2
پرواز,9400000000,6,92,1384,2,1,1,1,215,102173913.0,20,184,1,2,2
پونک,16300000000,4,115,1403,2,1,1,1,217,141739130.4,1,230,1,2,3
جنت‌آباد جنوبی,21000000000,1,134,1401,3,1,1,1,55,156716417.9,3,402,0,3,3
شهرک غرب,38400000000,2,150,1403,3,1,1,1,147,256000000.0,1,450,0,3,3
هروی,24650000000,4,145,1393,3,1,1,1,204,170000000.0,11,435,1,3,3
کوی فردوس,9000000000,0,113,1382,2,0,1,1,229,79646017.7,22,226,0,2,3
سازمان برنامه,21500000000,5,140,1403,3,1,1,1,109,153571428.6,1,420,1,3,3
شیخ هادی,8200000000,4,92,1391,2,1,1,1,158,89130434.78,13,184,1,2,2
جمال‌زاده,5800000000,2,49,1403,1,1,1,1,53,118367346.9,1,49,0,2,1
مدائن,4600000000,3,65,1378,2,0,1,1,184,70769230.77,26,130,0,2,2
دریاچه شهدای خلیج فارس,8800000000,11,93,1395,2,1,1,1,93,94623655.91,9,186,1,2,2
پونک,25570000000,3,155,1400,2,1,1,1,217,164967741.9,4,310,0,3,4
جنت‌آباد جنوبی,12000000000,4,97,1398,2,1,1,1,55,123711340.2,6,194,1,2,2
سلسبیل,2500000000,0,33,1381,1,0,1,1,117,75757575.76,23,33,0,2,1
